SiteID,WeatherSiteName,Elevation,SiteLatitude,SiteLongitude,WindDirection,DewPoint,WindGust,ScreenRelativeHumidity,Pressure,PressureTendency,WindSpeed,Temperature,Visibility,WeatherType,WeatherTypeDescription,DateTime,UDALFileID,UDALYear,UDALMonth,UDALDay
3026,STORNOWAY AIRPORT,15.0,58.214,-6.325,SSW,5.9,8,93.4,1003,F,5,6.9,50000,7,Cloudy,2025-01-21,1263793,2025,1,21
3224,SPADEADAM,285.0,55.050,-2.553,NW,8.2,7,77.8,1019,R,5,11.9,15000,8,Overcast,2025-06-13,1432741,2025,6,13
3330,THORNECLIFFE LEEK,298.0,53.128,-1.980,NE,8.5,23,85.5,1027,S,15,10.8,20000,8,Overcast,2023-05-12,383861,2023,5,12
3414,SHAWBURY,72.0,52.794,-2.663,NNW,8.5,8,95.9,1023,R,6,9.1,6000,5,Mist,2023-05-12,383861,2023,5,12
3672,NORTHOLT,40.0,51.548,-0.415,N,8.8,32,78.5,1022,F,21,12.4,75000,8,Overcast,2023-05-12,383861,2023,5,12
3382,LECONFIELD SAR,7.0,53.867,-0.433,WNW,12.9,15,91.9,1010,S,6,14.2,50000,8,Overcast,2024-07-14,999581,2024,7,14
3560,BEDFORD,85.0,52.225,-0.464,W,10.7,18,61.0,1011,R,11,18.3,45000,7,Cloudy,2024-07-14,999581,2024,7,14
3488,WEYBOURNE,21.0,52.949,1.127,WSW,12.1,7,86.6,1011,R,5,14.3,55000,8,Overcast,2024-07-14,999581,2024,7,14
3502,ABERPORTH,133.0,52.139,-4.571,NW,11.3,9,76.0,1012,F,7,15.5,50000,1,Sunny day,2024-07-14,999581,2024,7,14
3649,BRIZE NORTON,81.0,51.758,-1.576,SW,12.3,18,67.9,1011,R,9,18.3,75000,8,Overcast,2024-07-10,982365,2024,7,10
3862,BOURNEMOUTH AIRPORT,10.0,50.779,-1.835,SW,13.3,26,66.0,1013,R,18,19.8,55000,3,Partly cloudy (day),2024-07-10,982365,2024,7,10
3980,MALIN HEAD,20.0,55.366,-7.333,N,11.5,NULL,95.4,1011,R,11,12.2,16000,8,Overcast,2024-07-10,982365,2024,7,10
3066,KINLOSS,7.0,57.649,-3.561,N,10.9,29,96.1,1011,R,19,11.5,3400,12,Light rain,2024-07-10,982365,2024,7,10
3230,REDESDALE CAMP,211.0,55.285,-2.279,N,12.1,17,95.5,1007,R,8,12.8,75000,8,Overcast,2024-07-10,982365,2024,7,10
3482,MARHAM,21.0,52.651,0.569,SSW,14.5,19,91.9,1009,R,10,15.8,50000,8,Overcast,2024-07-10,982365,2024,7,10
3923,GLENANNE,161.0,54.237,-6.502,N,12.1,21,98.7,1009,R,11,12.3,13000,12,Light rain,2024-07-10,982365,2024,7,10
3316,CROSBY,9.0,53.497,-3.056,SSE,14.4,15,90.2,1006,R,9,16.0,40000,8,Overcast,2024-07-10,982365,2024,7,10
3560,BEDFORD,85.0,52.225,-0.464,WSW,11.2,15,80.4,1015,R,7,14.5,45000,8,Overcast,2024-07-10,982365,2024,7,10
3769,CHARLWOOD,67.0,51.150,-0.233,W,10.1,13,70.0,1015,R,6,15.5,75000,0,Clear night,2024-07-10,982365,2024,7,10
3305,CAPEL CURIG,216.0,53.093,-3.941,N,1.7,2,98.6,1013,F,0,1.9,29000,2,Partly cloudy (night),2023-11-16,661501,2023,11,16
3379,CRANWELL,62.0,53.031,-0.502,WNW,1.4,28,61.2,1008,R,18,8.4,75000,7,Cloudy,2024-03-24,1428180,2024,3,24
3039,BEALACH NA BA,773.0,57.418,-5.689,ESE,8.0,10,59.0,NULL,NULL,7,16.0,NULL,NULL,NULL,2023-06-10,1031458,2023,6,10
99142,SCARBOROUGH,110.0,54.273,-0.421,NULL,10.8,NULL,99.4,NULL,NULL,NULL,10.9,NULL,NULL,NULL,2023-06-10,1031458,2023,6,10
3088,INVERBERVIE,134.0,56.852,-2.264,ESE,11.6,8,91.7,1018,F,6,12.9,10000,1,Sunny day,2023-06-10,1031458,2023,6,10
3002,BALTASOUND,15.0,60.749,-0.854,SSE,10.1,23,80.8,1019,F,19,13.3,28000,8,Overcast,2023-06-10,1031458,2023,6,10
3658,BENSON,57.0,51.620,-1.097,N,2.0,11,95.8,997,R,6,2.6,26000,8,Overcast,2024-11-19,1776539,2024,11,19
3292,BRIDLINGTON MRSC,15.0,54.094,-0.174,NNE,1.0,21,78.1,997,F,11,4.5,NULL,8,Overcast,2024-11-19,1776539,2024,11,19
3158,CHARTERHALL,112.0,55.709,-2.383,NNE,11.0,9,90.0,1010,R,5,12.6,40000,8,Overcast,2024-07-14,999581,2024,7,14
3952,ROCHES POINT,40.0,51.799,-8.250,WNW,9.1,NULL,77.9,1029,R,11,12.8,35000,7,Cloudy,2024-02-18,1385507,2024,2,18
3226,WARCOP,227.0,54.572,-2.413,WNW,7.8,14,90.8,1026,R,8,9.2,40000,11,Drizzle,2024-02-18,1385507,2024,2,18
3017,KIRKWALL AIRPORT,26.0,58.954,-2.900,W,7.0,30,91.5,1017,R,18,8.3,19000,2,Partly cloudy (night),2024-02-18,1385507,2024,2,18
3840,DUNKESWELL AERODROME,252.0,50.860,-3.239,WNW,9.8,22,96.6,1028,R,11,10.3,23000,8,Overcast,2024-02-18,1385507,2024,2,18
3911,LOUGH FEA,225.0,54.721,-6.814,W,7.6,11,86.1,1012,R,5,9.8,35000,0,Clear night,2023-07-12,470288,2023,7,12
3313,RHYL,77.0,53.259,-3.509,WSW,10.8,8,87.6,1012,F,3,12.8,30000,8,Overcast,2024-07-14,999581,2024,7,14
3204,RONALDSWAY,16.0,54.085,-4.632,WSW,12.7,26,86.1,1005,R,18,15.0,NULL,8,Overcast,2023-07-12,470288,2023,7,12
3134,GLASGOW/BISHOPTON,59.0,55.907,-4.533,WNW,13.4,28,68.6,1005,R,15,19.3,60000,8,Overcast,2023-07-12,470288,2023,7,12
3917,BELFAST INTERNATIONAL AIRPORT,63.0,54.664,-6.224,S,3.9,13,91.3,1013,F,9,5.2,25000,8,Overcast,2023-12-13,1291483,2023,12,13
3882,HERSTMONCEUX WEST END,52.0,50.890,0.319,SW,13.1,26,68.9,1013,R,14,18.9,18000,8,Overcast,2023-07-12,470288,2023,7,12
3265,TOPCLIFFE,25.0,54.204,-1.390,SW,11.7,13,86.5,1005,R,6,13.9,15000,12,Light rain,2023-07-12,470288,2023,7,12
3144,STRATHALLAN,35.0,56.326,-3.729,N,8.8,3,84.5,1021,F,0,11.3,75000,1,Sunny day,2024-07-12,1582697,2024,7,12
3693,SHOEBURYNESS,2.0,51.554,0.830,NW,8.9,16,77.5,1015,R,9,12.7,50000,8,Overcast,2024-07-12,1582697,2024,7,12
3392,WAINFLEET,3.0,53.088,0.274,N,9.6,25,72.2,1017,F,15,14.5,40000,8,Overcast,2024-07-12,1582697,2024,7,12
3392,WAINFLEET,3.0,53.088,0.274,WNW,9.8,15,94.1,1015,F,6,10.7,8000,12,Light rain,2024-07-12,1582697,2024,7,12
3507,SENNYBRIDGE,307.0,52.063,-3.614,NNW,11.1,10,84.1,1018,S,1,13.7,3300,12,Light rain,2024-07-12,1582697,2024,7,12
3716,ST-ATHAN,49.0,51.405,-3.440,NE,11.3,13,88.1,1017,R,9,13.2,30000,8,Overcast,2024-07-12,1582697,2024,7,12
3907,MAGILLIGAN,6.0,55.160,-6.949,N,11.7,17,92.9,1019,F,10,12.8,15000,8,Overcast,2024-07-12,1582697,2024,7,12
3212,KESWICK,81.0,54.614,-3.157,NW,-2.3,14,79.0,1006,S,9,0.6,75000,1,Sunny day,2025-03-12,1913227,2025,3,12
3031,LOCH GLASCARNOCH,265.0,57.725,-4.896,N,0.0,11,87.2,1011,S,3,1.9,60000,8,Overcast,2025-03-12,1913227,2025,3,12
3171,LEUCHARS,10.0,56.377,-2.862,SW,0.3,8,93.8,994,F,2,1.2,35000,0,Clear night,2024-01-01,713260,2024,1,1
3068,LOSSIEMOUTH,6.0,57.712,-3.322,S,1.3,6,95.2,992,R,3,2.0,35000,8,Overcast,2024-01-01,713260,2024,1,1
3068,LOSSIEMOUTH,6.0,57.712,-3.322,ESE,0.4,15,86.8,990,F,10,2.4,35000,2,Partly cloudy (night),2024-01-01,713260,2024,1,1
3210,ST. BEES HEAD,124.0,54.518,-3.615,S,2.6,11,82.2,995,F,8,5.4,22000,3,Partly cloudy (day),2024-01-01,713260,2024,1,1
3212,KESWICK,81.0,54.614,-3.157,W,4.0,30,84.6,995,R,13,6.4,28000,8,Overcast,2024-01-01,713260,2024,1,1
3144,STRATHALLAN,35.0,56.326,-3.729,SW,3.2,14,85.7,995,R,8,5.4,55000,1,Sunny day,2024-01-01,713260,2024,1,1
99081,NORTH WYKE,177.0,50.767,-3.900,WSW,10.9,36,96.7,989,F,24,11.4,2000,12,Light rain,2024-01-01,713260,2024,1,1
3710,LISCOMBE,348.0,51.087,-3.608,W,5.1,31,92.0,998,R,15,6.3,19000,8,Overcast,2023-03-24,327044,2023,3,24
3911,LOUGH FEA,225.0,54.721,-6.814,S,4.9,18,94.0,984,R,7,5.8,24000,8,Overcast,2023-03-24,327044,2023,3,24
3313,RHYL,77.0,53.259,-3.509,SSE,4.9,13,83.4,1011,F,6,7.5,27000,8,Overcast,2025-01-21,1263793,2025,1,21
3488,WEYBOURNE,21.0,52.949,1.127,SSE,1.2,17,92.4,1009,F,13,2.3,6000,5,Mist,2025-01-21,1851693,2025,1,21
3158,CHARTERHALL,112.0,55.709,-2.383,SW,3.2,13,97.2,1010,F,7,3.6,11000,8,Overcast,2025-01-21,1851693,2025,1,21
3292,BRIDLINGTON MRSC,15.0,54.094,-0.174,SW,4.4,19,92.6,1011,R,10,5.5,NULL,8,Overcast,2025-01-21,1851693,2025,1,21
3281,FYLINGDALES,262.0,54.362,-0.673,NE,9.5,13,65.3,NULL,NULL,9,16.0,NULL,NULL,NULL,2025-06-13,1432741,2025,6,13
3809,CULDROSE,78.0,50.085,-5.257,N,10.5,21,74.6,1024,R,10,14.9,26000,1,Sunny day,2023-05-12,383861,2023,5,12
3882,HERSTMONCEUX WEST END,52.0,50.890,0.319,NNE,9.4,21,92.8,1023,R,8,10.5,8000,5,Mist,2023-05-12,383861,2023,5,12
99060,STONYHURST,115.0,53.850,-2.467,NULL,7.0,NULL,89.6,NULL,NULL,NULL,8.6,NULL,NULL,NULL,2023-05-12,383861,2023,5,12
3482,MARHAM,21.0,52.651,0.569,NNW,13.3,15,71.6,1010,F,9,18.5,75000,8,Overcast,2024-07-14,999581,2024,7,14
3684,ANDREWSFIELD,87.0,51.896,0.453,W,10.5,21,60.2,1011,F,10,18.3,35000,7,Cloudy,2024-07-14,999581,2024,7,14
3560,BEDFORD,85.0,52.225,-0.464,NNE,10.9,7,84.7,1011,R,3,13.4,30000,0,Clear night,2024-07-14,999581,2024,7,14
3590,WATTISHAM,89.0,52.123,0.961,W,10.7,18,55.9,1010,S,13,19.7,75000,7,Cloudy,2024-07-14,999581,2024,7,14
3740,LYNEHAM,145.0,51.503,-1.992,NULL,10.6,NULL,77.3,1015,R,NULL,14.5,NULL,8,Overcast,2024-07-10,982365,2024,7,10
3911,LOUGH FEA,225.0,54.721,-6.814,NW,10.8,17,86.4,1012,R,8,13.0,55000,8,Overcast,2024-07-10,982365,2024,7,10
3023,SOUTH UIST RANGE,4.0,57.358,-7.397,N,8.3,25,78.4,1018,R,17,11.9,45000,8,Overcast,2024-07-10,982365,2024,7,10
3111,CAMPBELTOWN AIRPORT,10.0,55.441,-5.699,W,12.2,14,91.1,1010,R,6,13.6,15000,12,Light rain,2024-07-10,982365,2024,7,10
3305,CAPEL CURIG,216.0,53.093,-3.941,WSW,11.6,31,94.2,1009,R,22,12.5,6000,12,Light rain,2024-07-10,982365,2024,7,10
3544,CHURCH LAWFORD,107.0,52.358,-1.330,SW,11.6,19,67.8,1009,R,9,17.6,50000,7,Cloudy,2024-07-10,982365,2024,7,10
99060,STONYHURST,115.0,53.850,-2.467,NULL,13.3,NULL,84.6,NULL,NULL,NULL,15.9,NULL,NULL,NULL,2024-07-10,982365,2024,7,10
3385,DONNA NOOK,8.0,53.473,0.154,SSW,14.6,22,86.3,1008,R,11,16.9,21000,8,Overcast,2024-07-10,982365,2024,7,10
3684,ANDREWSFIELD,87.0,51.896,0.453,W,10.1,16,70.5,1014,R,7,15.4,55000,7,Cloudy,2024-07-10,982365,2024,7,10
3827,MOUNT BATTEN,50.0,50.354,-4.121,WNW,10.4,21,62.0,1017,R,11,17.7,23000,1,Sunny day,2024-07-10,982365,2024,7,10
3379,CRANWELL,62.0,53.031,-0.502,NW,6.6,9,92.0,1014,R,6,7.8,2300,12,Light rain,2023-11-16,661501,2023,11,16
3469,HOLBEACH,3.0,52.873,0.141,N,1.4,23,47.3,1008,F,14,12.2,65000,8,Overcast,2024-03-24,1428180,2024,3,24
3080,ABOYNE,140.0,57.077,-2.836,SSE,4.0,22,26.8,1016,F,14,24.0,65000,1,Sunny day,2023-06-10,1031458,2023,6,10
3039,BEALACH NA BA,773.0,57.418,-5.689,S,8.6,15,52.9,NULL,NULL,8,18.4,NULL,NULL,NULL,2023-06-10,1031458,2023,6,10
3155,DRUMALBIN,245.0,55.627,-3.735,NNE,7.3,6,88.4,1017,F,5,9.1,20000,1,Sunny day,2023-06-10,1031458,2023,6,10
3044,ALTNAHARRA SAWS,81.0,58.288,-4.442,E,10.2,9,67.4,1016,F,5,16.2,35000,1,Sunny day,2023-06-10,1031458,2023,6,10
3746,BOSCOMBE DOWN,126.0,51.161,-1.754,NNW,1.2,18,95.1,1002,R,13,1.9,14000,8,Overcast,2024-11-19,1776539,2024,11,19
3354,WATNALL,117.0,53.005,-1.250,NW,-0.7,13,89.1,1002,R,6,0.9,23000,2,Partly cloudy (night),2024-11-19,1776539,2024,11,19
3224,SPADEADAM,285.0,55.050,-2.553,W,11.6,13,96.1,1011,S,8,12.2,2100,12,Light rain,2024-07-14,999581,2024,7,14
3008,FAIR ISLE,57.0,59.527,-1.628,W,7.0,29,89.5,1014,R,18,8.6,12000,1,Sunny day,2024-02-18,1385507,2024,2,18
3313,RHYL,77.0,53.259,-3.509,WNW,9.3,19,87.4,1026,R,13,11.3,14000,8,Overcast,2024-02-18,1385507,2024,2,18
3066,KINLOSS,7.0,57.649,-3.561,SSE,4.3,11,88.8,1017,R,3,6.0,50000,3,Partly cloudy (day),2024-02-18,1385507,2024,2,18
3894,GUERNSEY,101.0,49.440,-2.600,WNW,9.8,NULL,97.3,1034,R,13,10.2,20000,7,Cloudy,2024-02-18,1385507,2024,2,18
3535,COLESHILL,96.0,52.480,-1.689,SW,11.8,15,90.1,1008,R,6,13.4,13000,12,Light rain,2023-07-12,470288,2023,7,12
3382,LECONFIELD SAR,7.0,53.867,-0.433,WNW,12.0,15,92.4,1009,R,8,13.2,20000,12,Light rain,2024-07-14,999581,2024,7,14
3238,ALBEMARLE,146.0,55.020,-1.880,WSW,12.7,7,97.4,1003,R,3,13.1,17000,12,Light rain,2023-07-12,470288,2023,7,12
3204,RONALDSWAY,16.0,54.085,-4.632,WNW,11.9,13,87.1,1010,R,7,14.0,NULL,0,Clear night,2023-07-12,470288,2023,7,12
3080,ABOYNE,140.0,57.077,-2.836,ESE,-1.0,6,98.3,1013,R,2,-0.9,90,6,Fog,2023-12-13,1291483,2023,12,13
3952,ROCHES POINT,40.0,51.799,-8.250,NW,12.9,NULL,81.7,1012,R,13,16.0,35000,12,Light rain,2023-07-12,470288,2023,7,12
3330,THORNECLIFFE LEEK,298.0,53.128,-1.980,WSW,11.0,18,94.2,1008,R,11,11.9,400,12,Light rain,2023-07-12,470288,2023,7,12
3212,KESWICK,81.0,54.614,-3.157,N,11.0,2,98.1,1019,F,0,11.3,NULL,8,Overcast,2024-07-12,1582697,2024,7,12
3772,HEATHROW,25.0,51.479,-0.449,NNE,10.7,16,82.0,1017,S,10,13.7,40000,8,Overcast,2024-07-12,1582697,2024,7,12
3503,TRAWSGOED,63.0,52.344,-3.947,NNE,9.5,7,60.2,1018,S,3,17.2,35000,7,Cloudy,2024-07-12,1582697,2024,7,12
3503,TRAWSGOED,63.0,52.344,-3.947,WSW,11.4,2,96.1,1017,F,2,12.0,19000,8,Overcast,2024-07-12,1582697,2024,7,12
3605,PEMBREY SANDS,3.0,51.713,-4.368,W,11.6,14,73.5,1018,F,10,16.3,75000,8,Overcast,2024-07-12,1582697,2024,7,12
3796,LANGDON BAY,117.0,51.133,1.348,N,12.8,26,91.9,1015,R,19,14.1,NULL,NULL,NULL,2024-07-12,1582697,2024,7,12
99057,WOBURN,89.0,52.017,-0.600,NULL,8.8,NULL,65.6,NULL,NULL,NULL,15.2,NULL,NULL,NULL,2024-07-12,1582697,2024,7,12
3257,LEEMING,32.0,54.296,-1.530,NNE,1.3,29,68.8,1003,S,19,6.6,40000,11,Drizzle,2025-03-12,1913227,2025,3,12
3075,WICK JOHN O GROATS AIRPORT,36.0,58.454,-3.089,N,0.6,24,85.8,1009,F,18,2.7,24000,8,Overcast,2025-03-12,1913227,2025,3,12
3240,BOULMER,23.0,55.421,-1.600,W,2.3,17,84.4,991,R,9,4.7,30000,0,Clear night,2024-01-01,713260,2024,1,1
3132,WEST FREUGH,11.0,54.859,-4.936,E,3.8,36,94.0,980,F,21,4.7,9000,12,Light rain,2024-01-01,713260,2024,1,1
3134,GLASGOW/BISHOPTON,59.0,55.907,-4.533,SSE,2.2,8,92.5,993,F,5,3.3,35000,2,Partly cloudy (night),2024-01-01,713260,2024,1,1
3265,TOPCLIFFE,25.0,54.204,-1.390,WNW,2.8,24,75.8,991,R,14,6.8,75000,8,Overcast,2024-01-01,713260,2024,1,1
3265,TOPCLIFFE,25.0,54.204,-1.390,SSE,3.2,13,89.4,997,F,10,4.8,30000,8,Overcast,2024-01-01,713260,2024,1,1
3212,KESWICK,81.0,54.614,-3.157,SE,2.9,24,82.9,989,F,10,5.6,25000,12,Light rain,2024-01-01,713260,2024,1,1
3039,BEALACH NA BA,773.0,57.418,-5.689,ESE,-3.0,39,82.5,NULL,NULL,25,-0.8,NULL,NULL,NULL,2024-01-01,713260,2024,1,1
3796,LANGDON BAY,117.0,51.133,1.348,SW,7.8,31,85.5,1000,F,16,10.1,NULL,NULL,NULL,2023-03-24,327044,2023,3,24
99060,STONYHURST,115.0,53.850,-2.467,NULL,4.9,NULL,74.0,NULL,NULL,NULL,9.3,NULL,NULL,NULL,2023-03-24,327044,2023,3,24
3382,LECONFIELD SAR,7.0,53.867,-0.433,S,3.4,10,90.6,1008,F,3,4.8,7000,5,Mist,2025-01-21,1263793,2025,1,21
3882,HERSTMONCEUX WEST END,52.0,50.890,0.319,SE,3.2,8,98.0,1015,F,3,3.5,4000,5,Mist,2025-01-21,1851693,2025,1,21
3224,SPADEADAM,285.0,55.050,-2.553,WSW,4.5,13,99.4,1010,F,8,4.6,100,6,Fog,2025-01-21,1851693,2025,1,21
3803,SCILLY ST MARYS,31.0,49.913,-6.301,ESE,5.6,13,80.7,1009,F,7,8.7,30000,8,Overcast,2025-01-21,1851693,2025,1,21
3354,WATNALL,117.0,53.005,-1.250,SSE,13.2,10,91.3,1015,R,7,14.6,22000,1,Sunny day,2025-06-13,1432741,2025,6,13
3410,LAKE VYRNWY SAWS,360.0,52.757,-3.464,ENE,8.4,18,71.8,1026,R,10,13.3,30000,3,Partly cloudy (day),2023-05-12,383861,2023,5,12
3529,THROCKMORTON,35.0,52.148,-2.040,NE,9.2,16,67.4,1025,R,8,15.1,30000,8,Overcast,2023-05-12,383861,2023,5,12
3039,BEALACH NA BA,773.0,57.418,-5.689,W,5.2,13,65.7,NULL,NULL,7,11.4,NULL,NULL,NULL,2023-05-12,383861,2023,5,12
3544,CHURCH LAWFORD,107.0,52.358,-1.330,W,10.6,11,57.6,1011,R,5,19.1,45000,8,Overcast,2024-07-14,999581,2024,7,14
3761,ODIHAM,118.0,51.238,-0.944,WSW,9.5,13,55.2,1012,F,8,18.6,50000,3,Partly cloudy (day),2024-07-14,999581,2024,7,14
3684,ANDREWSFIELD,87.0,51.896,0.453,SSW,10.8,8,81.4,1011,S,2,13.9,45000,0,Clear night,2024-07-14,999581,2024,7,14
3693,SHOEBURYNESS,2.0,51.554,0.830,SSW,12.3,21,58.4,1011,F,16,20.7,55000,7,Cloudy,2024-07-14,999581,2024,7,14
3797,MANSTON,54.0,51.342,1.346,SW,11.7,26,62.0,1014,R,19,19.1,60000,1,Sunny day,2024-07-10,982365,2024,7,10
3976,BELMULLET,9.0,54.233,-10.001,NNW,11.4,NULL,82.6,1019,R,11,14.3,14000,7,Cloudy,2024-07-10,982365,2024,7,10
3065,CAIRN GORM SUMMIT,1245.0,57.116,-3.642,NNW,3.0,44,100.0,NULL,NULL,36,3.0,NULL,NULL,NULL,2024-07-10,982365,2024,7,10
3166,EDINBURGH/GOGARBANK,57.0,55.928,-3.343,N,11.9,13,75.6,1009,R,7,16.2,50000,12,Light rain,2024-07-10,982365,2024,7,10
3379,CRANWELL,62.0,53.031,-0.502,WSW,13.0,25,63.5,1010,R,18,20.1,15000,8,Overcast,2024-07-10,982365,2024,7,10
3680,ROTHAMSTED,128.0,51.807,-0.360,NULL,13.5,NULL,86.7,1011,R,NULL,15.7,NULL,NULL,NULL,2024-07-10,982365,2024,7,10
3034,AULTBEA,11.0,57.859,-5.636,NE,10.1,11,80.3,1012,F,6,13.4,55000,8,Overcast,2024-07-10,982365,2024,7,10
3488,WEYBOURNE,21.0,52.949,1.127,SW,13.8,25,74.9,1009,R,16,18.3,75000,7,Cloudy,2024-07-10,982365,2024,7,10
3769,CHARLWOOD,67.0,51.150,-0.233,SSW,14.1,19,74.5,1012,R,11,18.7,75000,8,Overcast,2024-07-10,982365,2024,7,10
3882,HERSTMONCEUX WEST END,52.0,50.890,0.319,WSW,12.4,10,91.2,1016,R,3,13.8,15000,0,Clear night,2024-07-10,982365,2024,7,10
3482,MARHAM,21.0,52.651,0.569,NE,2.2,6,94.5,1012,F,5,3.0,9000,8,Overcast,2023-11-16,661501,2023,11,16
3544,CHURCH LAWFORD,107.0,52.358,-1.330,WNW,2.7,26,81.4,1008,R,15,5.6,40000,7,Cloudy,2024-03-24,1428180,2024,3,24
3144,STRATHALLAN,35.0,56.326,-3.729,ENE,12.3,11,89.4,1017,R,6,14.0,14000,7,Cloudy,2023-06-10,1031458,2023,6,10
3088,INVERBERVIE,134.0,56.852,-2.264,SSE,8.8,11,90.3,1019,F,6,10.3,20000,8,Overcast,2023-06-10,1031458,2023,6,10
3214,WALNEY ISLAND,15.0,54.125,-3.257,NNE,16.4,13,95.6,1015,R,7,17.1,5000,12,Light rain,2023-06-10,1031458,2023,6,10
3091,ABERDEEN AIRPORT,65.0,57.206,-2.202,ESE,10.5,17,66.9,1018,F,10,16.6,29000,3,Partly cloudy (day),2023-06-10,1031458,2023,6,10
3882,HERSTMONCEUX WEST END,52.0,50.890,0.319,NNW,0.5,17,87.8,1002,R,7,2.3,16000,0,Clear night,2024-11-19,1776539,2024,11,19
3462,WITTERING,73.0,52.611,-0.459,NNW,0.7,18,99.4,997,R,11,0.8,9000,12,Light rain,2024-11-19,1776539,2024,11,19
3281,FYLINGDALES,262.0,54.362,-0.673,NW,10.7,19,97.4,NULL,NULL,10,11.1,NULL,NULL,NULL,2024-07-14,999581,2024,7,14
3047,TULLOCH BRIDGE,237.0,56.867,-4.708,SSW,5.1,15,83.3,1022,F,9,7.7,29000,7,Cloudy,2024-02-18,1385507,2024,2,18
3382,LECONFIELD SAR,7.0,53.867,-0.433,W,7.4,17,85.4,1026,R,10,9.7,28000,2,Partly cloudy (night),2024-02-18,1385507,2024,2,18
3111,CAMPBELTOWN AIRPORT,10.0,55.441,-5.699,W,9.3,16,94.7,1024,R,11,10.1,9000,5,Mist,2024-02-18,1385507,2024,2,18
3976,BELMULLET,9.0,54.233,-10.001,WSW,10.0,NULL,94.7,1025,R,11,10.8,8000,5,Mist,2024-02-18,1385507,2024,2,18
3658,BENSON,57.0,51.620,-1.097,SSE,11.2,7,97.4,1009,R,6,11.6,12000,5,Mist,2023-07-12,470288,2023,7,12
3482,MARHAM,21.0,52.651,0.569,W,11.7,19,80.5,1010,F,13,15.0,50000,8,Overcast,2024-07-14,999581,2024,7,14
3313,RHYL,77.0,53.259,-3.509,W,10.0,28,59.0,1009,R,15,18.1,55000,3,Partly cloudy (day),2023-07-12,470288,2023,7,12
3238,ALBEMARLE,146.0,55.020,-1.880,W,12.4,14,98.0,1008,R,5,12.7,19000,8,Overcast,2023-07-12,470288,2023,7,12
3220,CARLISLE,28.0,54.933,-2.963,NULL,-0.4,NULL,97.4,1015,R,NULL,-0.1,16000,8,Overcast,2023-12-13,1291483,2023,12,13
3590,WATTISHAM,89.0,52.123,0.961,SW,12.6,25,58.9,1010,R,17,20.9,55000,8,Overcast,2023-07-12,470288,2023,7,12
3894,GUERNSEY,101.0,49.440,-2.600,WSW,12.2,NULL,72.7,1015,R,17,17.1,35000,1,Sunny day,2023-07-12,470288,2023,7,12
3257,LEEMING,32.0,54.296,-1.530,N,8.8,16,82.3,1019,F,9,11.7,35000,12,Light rain,2024-07-12,1582697,2024,7,12
3840,DUNKESWELL AERODROME,252.0,50.860,-3.239,NNE,10.8,17,89.9,1017,R,10,12.4,30000,8,Overcast,2024-07-12,1582697,2024,7,12
3604,MILFORD HAVEN C.B.,44.0,51.708,-5.055,N,12.9,15,88.3,1019,R,8,14.8,13000,11,Drizzle,2024-07-12,1582697,2024,7,12
3604,MILFORD HAVEN C.B.,44.0,51.708,-5.055,NNW,10.5,9,91.6,1017,F,7,11.8,40000,8,Overcast,2024-07-12,1582697,2024,7,12
3710,LISCOMBE,348.0,51.087,-3.608,ENE,9.8,15,73.6,1017,F,8,14.4,55000,12,Light rain,2024-07-12,1582697,2024,7,12
3857,ISLE OF PORTLAND,52.0,50.522,-2.454,E,12.7,18,68.8,1017,R,10,18.5,35000,8,Overcast,2024-07-12,1582697,2024,7,12
3017,KIRKWALL AIRPORT,26.0,58.954,-2.900,NNW,11.0,14,78.8,1019,F,11,14.6,35000,8,Overcast,2024-07-12,1582697,2024,7,12
3330,THORNECLIFFE LEEK,298.0,53.128,-1.980,NNE,0.5,6,97.8,1004,F,5,0.8,9000,5,Mist,2025-03-12,1913227,2025,3,12
3144,STRATHALLAN,35.0,56.326,-3.729,N,-1.1,26,53.7,1008,R,16,7.6,75000,7,Cloudy,2025-03-12,1913227,2025,3,12
3316,CROSBY,9.0,53.497,-3.056,ESE,5.5,29,93.9,989,F,15,6.4,4600,12,Light rain,2024-01-01,713260,2024,1,1
3204,RONALDSWAY,16.0,54.085,-4.632,W,3.3,22,78.3,997,R,14,6.8,NULL,1,Sunny day,2024-01-01,713260,2024,1,1
3204,RONALDSWAY,16.0,54.085,-4.632,ESE,7.6,43,96.7,980,F,31,8.1,NULL,8,Overcast,2024-01-01,713260,2024,1,1
3330,THORNECLIFFE LEEK,298.0,53.128,-1.980,SE,3.6,22,94.5,996,F,14,4.4,6000,12,Light rain,2024-01-01,713260,2024,1,1
3344,BINGLEY SAMOS,262.0,53.811,-1.865,W,3.4,23,90.1,998,R,9,4.9,26000,12,Light rain,2024-01-01,713260,2024,1,1
3275,LOFTUS (SAMOS),158.0,54.563,-0.863,WSW,3.4,30,90.7,995,R,19,4.8,45000,1,Sunny day,2024-01-01,713260,2024,1,1
3080,ABOYNE,140.0,57.077,-2.836,SSW,1.0,5,84.2,994,R,2,3.4,60000,1,Sunny day,2024-01-01,713260,2024,1,1
3857,ISLE OF PORTLAND,52.0,50.522,-2.454,SW,8.1,23,91.6,999,R,19,9.4,8000,5,Mist,2023-03-24,327044,2023,3,24
